Test ID,Component,Action/State,Description,Steps,Expected,Status,File
APP-136,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 136,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-137,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 137,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-138,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 138,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-139,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 139,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-140,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 140,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-141,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 141,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-142,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 142,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-143,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 143,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-144,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 144,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-145,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 145,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-146,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 146,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-147,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 147,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-148,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 148,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-149,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 149,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-150,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 150,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-151,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 151,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-152,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 152,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-153,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 153,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-154,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 154,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-155,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 155,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-156,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 156,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-157,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 157,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-158,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 158,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-159,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 159,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-160,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 160,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-161,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 161,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-162,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 162,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-163,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 163,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-164,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 164,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-165,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 165,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-166,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 166,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-167,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 167,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-168,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 168,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-169,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 169,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-170,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 170,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-171,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 171,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-172,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 172,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-173,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 173,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-174,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 174,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-175,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 175,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-176,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 176,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-177,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 177,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-178,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 178,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-179,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 179,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-180,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 180,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-181,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 181,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-182,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 182,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-183,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 183,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-184,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 184,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-185,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 185,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-186,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 186,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-187,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 187,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-188,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 188,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-189,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 189,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-190,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 190,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-191,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 191,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-192,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 192,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-193,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 193,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-194,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 194,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-195,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 195,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-196,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 196,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-197,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 197,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-198,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 198,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-199,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 199,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-200,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 200,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-201,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 201,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-202,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 202,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-203,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 203,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-204,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 204,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-205,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 205,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-206,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 206,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-207,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 207,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-208,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 208,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-209,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 209,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-210,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 210,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-211,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 211,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-212,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 212,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-213,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 213,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-214,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 214,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-215,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 215,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-216,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 216,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-217,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 217,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-218,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 218,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-219,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 219,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-220,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 220,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-221,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 221,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-222,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 222,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-223,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 223,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-224,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 224,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-225,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 225,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-226,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 226,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-227,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 227,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-228,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 228,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-229,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 229,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-230,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 230,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-231,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 231,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-232,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 232,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-233,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 233,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-234,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 234,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-235,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 235,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-236,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 236,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-237,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 237,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-238,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 238,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-239,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 239,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-240,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 240,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-241,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 241,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-242,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 242,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-243,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 243,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-244,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 244,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-245,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 245,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-246,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 246,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-247,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 247,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-248,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 248,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-249,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 249,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-250,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 250,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-251,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 251,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-252,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 252,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-253,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 253,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-254,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 254,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-255,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 255,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-256,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 256,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-257,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 257,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-258,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 258,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-259,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 259,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-260,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 260,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-261,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 261,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-262,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 262,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-263,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 263,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-264,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 264,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-265,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 265,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-266,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 266,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-267,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 267,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-268,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 268,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-269,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 269,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-270,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 270,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-271,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 271,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-272,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 272,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-273,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 273,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-274,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 274,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-275,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 275,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-276,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 276,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-277,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 277,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-278,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 278,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-279,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 279,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-280,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 280,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-281,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 281,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-282,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 282,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
